node_id	node_name	node_type	node_name_type	tsne1	tsne2	tsne3
C0268070	Copper deficiency	SideEffect	Copper deficiency - SideEffect	21.763469634276102	33.71478543233964	11.088713361822606
DB00763	Methimazole	Compound	Methimazole - Compound	34.50783942394957	4.4993023887772265	13.30907252446533
DOID:12139	dysthymic disorder	Disease	dysthymic disorder - Disease	-2.421717834822036	3.7332115846928113	-31.546464561151726
DOID:0060585	Noonan syndrome 7	Disease	Noonan syndrome 7 - Disease	0.1492680423997873	-10.482619490481044	-27.663946758979886
DB00997	Doxorubicin	Compound	Doxorubicin - Compound	42.353678223698	10.689112266929103	12.151954820209223
DOID:1570	ectropion	Disease	ectropion - Disease	60.84175912986013	-31.637619517517976	-15.972695291332627
DB01169	Arsenic trioxide	Compound	Arsenic trioxide - Compound	30.316985140674408	-8.042539792879627	12.988354109452747
DOID:11748	round ligament malignant neoplasm	Disease	round ligament malignant neoplasm - Disease	-9.359449136906933	-29.58470756306759	-18.48219004971141
D001416	Back Pain	Symptom	Back Pain - Symptom	45.8037660441458	-15.97981827881971	-33.39552337270717
DB02300	Calcipotriol	Compound	Calcipotriol - Compound	45.585448483634735	15.603838278630443	10.742325528889657
DOID:0110758	type 1 diabetes mellitus 21	Disease	type 1 diabetes mellitus 21 - Disease	-0.06844979834327689	-0.7367770913056351	-6.337246302971024
DOID:13781	hypermobility syndrome	Disease	hypermobility syndrome - Disease	14.365291600704955	-25.31262678401419	-42.40049572065159
DB00662	Trimethobenzamide	Compound	Trimethobenzamide - Compound	21.176744980168763	27.230856937961132	31.541763742167728
C0151489	Arterial anomaly	SideEffect	Arterial anomaly - SideEffect	-58.18240116189466	32.95662985611991	13.705132572123922
DOID:11934	head and neck cancer	Disease	head and neck cancer - Disease	19.242755698401545	8.7178058276211	15.91582453583586
DB06724	Calcium Carbonate	Compound	Calcium Carbonate - Compound	25.246845432636174	-4.129361191834057	16.612996242412795
DOID:0050160	inhalation anthrax	Disease	inhalation anthrax - Disease	-12.666552264479026	-10.569775524923353	-8.885926002711585
DOID:10141	asthenopia	Disease	asthenopia - Disease	32.23209079036469	16.242205120406688	-35.58097796898848
DOID:10352	breast fibroadenosis	Disease	breast fibroadenosis - Disease	22.613434330370584	-13.035340281132374	22.00083555091493
DOID:2377	multiple sclerosis	Disease	multiple sclerosis - Disease	8.55160427557175	28.713204337999006	21.839393740018032
DOID:11034	contact lens corneal edema	Disease	contact lens corneal edema - Disease	36.78691760219031	24.560421795811035	-26.416330457407184
DOID:5419	schizophrenia	Disease	schizophrenia - Disease	7.569518100680138	29.200826516313498	31.832409205357386
DOID:12132	granulomatosis with polyangiitis	Disease	granulomatosis with polyangiitis - Disease	52.35555706704666	-11.30327606578329	-23.772037313632744
DOID:8556	vallecula cancer	Disease	vallecula cancer - Disease	-5.029697947688318	-35.111409441548574	-16.96528407000479
C0235031	Neurological symptom	SideEffect	Neurological symptom - SideEffect	-51.00291809110067	18.93718155487656	19.579047371270835
C0007766	Intracranial aneurysm	SideEffect	Intracranial aneurysm - SideEffect	-56.67725603510286	34.781026087334915	16.77504700317533
DOID:0110336	osteogenesis imperfecta type 8	Disease	osteogenesis imperfecta type 8 - Disease	23.478723842330556	-26.42262169095404	-40.52120167105747
DOID:2921	glomerulonephritis	Disease	glomerulonephritis - Disease	18.089428636773935	-1.9659820059332946	-3.020675241699557
DOID:0050858	Marshall-Smith syndrome	Disease	Marshall-Smith syndrome - Disease	-9.306281065344256	-13.869527146522962	-42.62003996184865
C0343886	Gastrointestinal candidiasis	SideEffect	Gastrointestinal candidiasis - SideEffect	-51.76052792818793	29.609921361603277	13.861412313040324
C0023890	Hepatic cirrhosis	SideEffect	Hepatic cirrhosis - SideEffect	-49.482163483821495	24.698041153833795	15.818627326428336
DOID:0111133	focal segmental glomerulosclerosis 8	Disease	focal segmental glomerulosclerosis 8 - Disease	16.183335120429906	1.122463425967886	-4.313198419711226
DOID:9790	toxocariasis	Disease	toxocariasis - Disease	34.36207173286296	-17.16774508122046	-0.8342927400552309
DOID:2746	glycogen storage disease V	Disease	glycogen storage disease V - Disease	21.63883395751696	4.964877757168689	-23.35454558487358
DB00470	Dronabinol	Compound	Dronabinol - Compound	10.967366992918473	30.475060539164183	23.823140014858907
C0019147	Coma hepatic	SideEffect	Coma hepatic - SideEffect	-61.75267103655713	6.953104476525149	11.099176363124805
DOID:14422	dipetalonemiasis	Disease	dipetalonemiasis - Disease	62.47949777508416	1.7678691099744437	-14.218754330959241
DOID:13328	diabetic cataract	Disease	diabetic cataract - Disease	-19.363000665989688	-0.8488688246244789	-37.66027442194836
DOID:7146	Langerhans cell sarcoma	Disease	Langerhans cell sarcoma - Disease	-10.541845915702556	-20.47985039619149	-14.225189962765512
DB00736	Esomeprazole	Compound	Esomeprazole - Compound	21.57373951177202	15.126193513370808	18.355107675870283
D059350	Chronic Pain	Symptom	Chronic Pain - Symptom	33.0095327292106	11.872176621767336	-1.4652746444677793
DOID:0060701	familial hypocalciuric hypercalcemia 2	Disease	familial hypocalciuric hypercalcemia 2 - Disease	5.907466520391561	-17.52294508594283	-20.455379461438444
DOID:0110482	autosomal recessive nonsyndromic deafness 24	Disease	autosomal recessive nonsyndromic deafness 24 - Disease	-104.29072448091398	-45.56102527160347	-1.4928560948169176
DB00780	Phenelzine	Compound	Phenelzine - Compound	12.489960533513484	33.68904417947769	35.88118340984258
DOID:289	endometriosis	Disease	endometriosis - Disease	23.989714281956314	-31.141839371673058	9.260352460474644
DOID:13461	urethral intrinsic sphincter deficiency	Disease	urethral intrinsic sphincter deficiency - Disease	26.537649649216643	-36.51465887528232	-3.0137157873473606
C0152128	Drug withdrawal syndrome	SideEffect	Drug withdrawal syndrome - SideEffect	-63.610841520062145	9.440673326132066	36.30173758452832
DOID:0110431	dilated cardiomyopathy 1I	Disease	dilated cardiomyopathy 1I - Disease	-4.410450627103915	-49.21374267554306	-34.55381739057859
DOID:0060772	dextro-looped transposition of the great arteries 3	Disease	dextro-looped transposition of the great arteries 3 - Disease	10.05546049623045	-40.05638847526904	-37.77717253768707
C0005684	Bladder cancer	SideEffect	Bladder cancer - SideEffect	-60.261689087247035	34.98322274712294	19.83764137394223
C0239295	Oesophageal candidiasis	SideEffect	Oesophageal candidiasis - SideEffect	-64.11495673004507	5.088497251820548	41.6921897432724
DB00515	Cisplatin	Compound	Cisplatin - Compound	33.76972665586484	0.9414822790791898	18.632359446023052
DB01084	Emedastine	Compound	Emedastine - Compound	25.435811183810564	29.941223860365422	41.57413699695737
C0015732	Faecal incontinence	SideEffect	Faecal incontinence - SideEffect	-65.83669834051359	38.833115618906234	13.562617885878078
DB09041	Tavaborole	Compound	Tavaborole - Compound	36.796026099482155	59.162333317096156	35.21781908059409
DB09462	Glycerin	Compound	Glycerin - Compound	27.337557390420802	27.290684735119584	21.46896847929163
DOID:11177	total internal ophthalmoplegia	Disease	total internal ophthalmoplegia - Disease	37.68585692497248	17.400631920301755	-30.940734901076215
DB00333	Methadone	Compound	Methadone - Compound	18.416462229692165	31.161343209868424	28.940029512454934
D053158	Nocturia	Symptom	Nocturia - Symptom	20.767319187434442	-39.439229972934726	2.315675242691399
DOID:9905	follicular mucinosis	Disease	follicular mucinosis - Disease	55.74613067194849	-24.33905290723152	-1.6387251485026673
DOID:0111101	maturity-onset diabetes of the young type 5	Disease	maturity-onset diabetes of the young type 5 - Disease	-5.938352389150511	-25.057303002491302	-32.45841811226598
D015875	Anisocoria	Symptom	Anisocoria - Symptom	36.26378169890974	14.996224527729673	-32.574094401406796
DOID:0110502	autosomal recessive nonsyndromic deafness 45	Disease	autosomal recessive nonsyndromic deafness 45 - Disease	-105.35626322181514	-48.47206231398159	-4.735892412396135
C0025290	Meningitis aseptic	SideEffect	Meningitis aseptic - SideEffect	-47.63318051945904	17.436748070070706	13.706756342575794
DOID:12400	kleptomania	Disease	kleptomania - Disease	-4.144998129133343	3.234406688046527	-29.99998210114123
DOID:0110093	short-rib thoracic dysplasia 13 with or without polydactyly	Disease	short-rib thoracic dysplasia 13 with or without polydactyly - Disease	-3.0359318628231318	-29.439803844661206	-68.90732919678966
DOID:12270	coloboma	Disease	coloboma - Disease	34.42069402691642	19.236460803551655	-27.886945149817958
C0033778	Pruritus vulvae	SideEffect	Pruritus vulvae - SideEffect	-42.79346541252753	16.253996501122344	34.46655222007938
DOID:3369	Ewing sarcoma	Disease	Ewing sarcoma - Disease	40.15661888972768	-19.237552219159735	-15.12662930064564
C0042963	Vomiting	SideEffect	Vomiting - SideEffect	-30.944034375445995	9.088103243646025	42.945202114276945
DOID:3687	MELAS syndrome	Disease	MELAS syndrome - Disease	25.057789943775692	5.443008407231145	-27.455157646722885
C0017677	Tongue geographic	SideEffect	Tongue geographic - SideEffect	-59.53984872032207	25.28912280828482	32.32750795591052
DOID:0110029	alpha thalassemia-intellectual disability syndrome type 1	Disease	alpha thalassemia-intellectual disability syndrome type 1 - Disease	-5.361403345564202	-9.210975190676534	-29.058781154078428
DOID:4329	Erdheim-Chester disease	Disease	Erdheim-Chester disease - Disease	41.00034953845888	-11.212851677692138	-19.760637577200423
C0042798	Vision decreased	SideEffect	Vision decreased - SideEffect	-33.33205545233549	14.455220512120608	45.362872193786195
C0030252	Palpitations	SideEffect	Palpitations - SideEffect	-34.243145795240004	5.253261539226751	40.82003389516306
DOID:3103	thoracic outlet syndrome	Disease	thoracic outlet syndrome - Disease	46.08387867531983	-11.656873275036485	-39.11292359319117
C0231218	Malaise	SideEffect	Malaise - SideEffect	-31.09361763622689	10.087306727127128	35.383741236897606
DOID:4418	cutaneous fibrous histiocytoma	Disease	cutaneous fibrous histiocytoma - Disease	40.330724510931	-22.080117548165674	-11.185734127053468
C0041956	Ureteric obstruction	SideEffect	Ureteric obstruction - SideEffect	-55.649850009492816	12.569682128825704	16.908845380952446
DOID:778	delusional disorder	Disease	delusional disorder - Disease	-3.391421419564105	4.637105121273252	-30.573231655273872
DOID:0110342	osteogenesis imperfecta type 13	Disease	osteogenesis imperfecta type 13 - Disease	25.798553212204087	-25.184781208169536	-41.155508090386995
DOID:0110231	cataract 1 multiple types	Disease	cataract 1 multiple types - Disease	-21.297132499243173	-0.905826396874785	-37.51577772194102
D017036	Epilepsia Partialis Continua	Symptom	Epilepsia Partialis Continua - Symptom	39.44450676507116	1.39661416843533	-30.032443689418304
C0029191	Orchitis	SideEffect	Orchitis - SideEffect	-59.04057139831644	33.45904981782257	19.225521363646134
DB00524	Metolazone	Compound	Metolazone - Compound	23.20665175008074	7.592840476393099	45.696426185145434
C1269683	Major depression	SideEffect	Major depression - SideEffect	-71.71956454762515	-24.069866168628987	34.90307143270409
D012001	Hyperacusis	Symptom	Hyperacusis - Symptom	31.110880363131507	-12.45726541086764	-41.254614489558065
DOID:10873	Kuhnt-Junius degeneration	Disease	Kuhnt-Junius degeneration - Disease	-12.851659300460646	0.038590099098134545	-22.724323592742262
DOID:0060189	ileitis	Disease	ileitis - Disease	27.96808403296429	-23.463498607052827	-0.5160059344581461
DOID:883	parasitic helminthiasis infectious disease	Disease	parasitic helminthiasis infectious disease - Disease	33.07847649245931	-17.266744499468313	2.5295087886875756
DOID:0110581	autosomal dominant nonsyndromic deafness 56	Disease	autosomal dominant nonsyndromic deafness 56 - Disease	-89.53888368629687	-36.7715407115949	-4.1109810144597105
C0014356	Enterocolitis	SideEffect	Enterocolitis - SideEffect	-60.455360256365914	32.08109478404539	10.612299125237188
DOID:11080	myiasis	Disease	myiasis - Disease	58.391741568830064	-18.12511925083031	-20.189530250511403
DOID:876	pyomyositis	Disease	pyomyositis - Disease	52.24924230937918	-15.333606128049658	-34.12502210153715
DB00244	Mesalazine	Compound	Mesalazine - Compound	21.79734861118305	25.1420281989071	15.094045736436652
C0236124	Gastrointestinal obstruction	SideEffect	Gastrointestinal obstruction - SideEffect	-57.41245033118271	7.8128888899481135	19.582222003180217
C0023222	Leg pain	SideEffect	Leg pain - SideEffect	-51.78972005410832	21.75926086958136	39.03974811165867
DOID:1436	corneal ectasia	Disease	corneal ectasia - Disease	-15.0012998777233	-14.333547561383268	-31.810557322646947
DOID:13207	proliferative diabetic retinopathy	Disease	proliferative diabetic retinopathy - Disease	-12.71896573821212	-5.063881370924495	-22.332449311576656
DB01085	Pilocarpine	Compound	Pilocarpine - Compound	20.432470489452545	27.74793443735383	42.13774704461986
C0007855	Cervical polyp	SideEffect	Cervical polyp - SideEffect	-49.506951145237046	17.659899523545292	36.873513046451805
C0033581	Prostatitis	SideEffect	Prostatitis - SideEffect	-63.814577531321575	17.10299974227445	26.950161782894778
DOID:5410	pulmonary neuroendocrine tumor	Disease	pulmonary neuroendocrine tumor - Disease	-1.1438838514974596	-20.221703997086962	-24.965670646214786
DOID:4143	orbital cancer	Disease	orbital cancer - Disease	41.78738205927627	-21.720679104799594	-12.956251685009775
DOID:0110423	dilated cardiomyopathy 1C	Disease	dilated cardiomyopathy 1C - Disease	-2.96285913881907	-49.77265167198616	-34.90959626033011
DB00050	Cetrorelix	Compound	Cetrorelix - Compound	22.689937562989595	-6.68960089334562	20.127394494887124
DOID:10780	primary polycythemia	Disease	primary polycythemia - Disease	3.847127421786384	-13.187449430097843	-11.269763729946856
DOID:0050686	organ system cancer	Disease	organ system cancer - Disease	-2.267662069539003	-29.008585470616083	-13.835132793794047
DOID:6420	pulmonary valve stenosis	Disease	pulmonary valve stenosis - Disease	16.855910047254778	-46.66008658061192	-32.819908866877924
DOID:8913	dermatophytosis	Disease	dermatophytosis - Disease	-0.8183421257733009	-2.1605299487720266	-23.78720357855804
DB00929	Misoprostol	Compound	Misoprostol - Compound	23.712698484895594	17.78019362086703	20.094461590102625
DOID:13258	typhoid fever	Disease	typhoid fever - Disease	51.85859011739245	1.7901453292045026	-23.052584891471163
DOID:9097	erythematosquamous dermatosis	Disease	erythematosquamous dermatosis - Disease	54.260415770163064	-16.62153398425459	1.882447320284327
DOID:13800	inclusion conjunctivitis	Disease	inclusion conjunctivitis - Disease	62.7244636959547	-2.0105833053490554	-22.518400667321174
DOID:0060891	juvenile onset Parkinson's disease 19A	Disease	juvenile onset Parkinson's disease 19A - Disease	-6.133939104803391	-17.306060619285937	-59.5367194710982
DOID:0110387	retinitis pigmentosa 9	Disease	retinitis pigmentosa 9 - Disease	-5.284329888727726	14.929897548887977	-11.766568090614092
C0021364	Infertility male	SideEffect	Infertility male - SideEffect	-40.087904872760845	18.19636681107485	35.85772730699883
DOID:10485	esophageal atresia	Disease	esophageal atresia - Disease	18.940000358283214	-21.170880278271614	-4.070871478082426
C0080276	Urogenital disorder	SideEffect	Urogenital disorder - SideEffect	-59.903924985762295	20.101171153901692	29.911003612896142
DOID:0060580	Noonan syndrome 2	Disease	Noonan syndrome 2 - Disease	-10.324619630452089	-1.1646049639102136	-13.33010452301562
DOID:9649	congenital nystagmus	Disease	congenital nystagmus - Disease	32.566481651823466	15.93998545118148	-32.364842867168974
DB01392	Yohimbine	Compound	Yohimbine - Compound	17.112785998742048	31.099471181745677	45.711328731342384
C0413252	Hypothermia	SideEffect	Hypothermia - SideEffect	-46.8637846081815	5.793776025747657	49.97123597857888
DOID:13922	eosinophilic esophagitis	Disease	eosinophilic esophagitis - Disease	15.809528586635462	-17.8059824738875	-3.003407240179116
C0004245	Atrioventricular block	SideEffect	Atrioventricular block - SideEffect	-45.943825818213575	5.338106604965736	40.982070689209635
C0346989	Metastases to peritoneum	SideEffect	Metastases to peritoneum - SideEffect	-74.24083982865206	20.39859201808066	30.569402685459472
C0029878	Otitis externa	SideEffect	Otitis externa - SideEffect	-70.40869556821744	29.979626885195465	24.972470504394806
C0020507	Hyperplasia	SideEffect	Hyperplasia - SideEffect	-45.259687933789714	13.963436456593792	35.54942571350141
D017246	Ophthalmoplegia, Chronic Progressive External	Symptom	Ophthalmoplegia, Chronic Progressive External - Symptom	32.37144591960039	13.525699668315479	-37.177126533906474
C0023801	Lipomatosis	SideEffect	Lipomatosis - SideEffect	-65.17742103686147	0.5022169625312152	40.68802909705311
DOID:2365	West Nile encephalitis	Disease	West Nile encephalitis - Disease	44.80957254290807	3.45907342642122	-28.349007477094393
DB00995	Auranofin	Compound	Auranofin - Compound	26.206039232055854	21.351906021920094	10.11878101965761
DOID:9600	plantar fasciitis	Disease	plantar fasciitis - Disease	51.22871974091632	-13.487554394082222	-39.08129846355883
C0854402	Mechanical complication of implant	SideEffect	Mechanical complication of implant - SideEffect	-53.98619320702494	0.11170750502009695	41.99635310700442
DOID:9888	alternating esotropia	Disease	alternating esotropia - Disease	34.23654277877407	17.266802430895286	-35.83922711546305
DOID:9191	diabetic macular edema	Disease	diabetic macular edema - Disease	-14.089695367097328	-3.463598642779695	-22.170058886558767
DOID:5327	retinal detachment	Disease	retinal detachment - Disease	33.65888084702615	18.308072790848247	-22.839869958551862
DOID:9675	pulmonary emphysema	Disease	pulmonary emphysema - Disease	52.34557284131899	-1.2342464821362453	-8.154624124002506
DOID:8466	retinal degeneration	Disease	retinal degeneration - Disease	26.9313933568666	18.439051561608757	-25.212842153712856
D010149	Pain, Postoperative	Symptom	Pain, Postoperative - Symptom	44.9553806925377	-23.839068843836092	-26.744891517492533
DOID:12918	thromboangiitis obliterans	Disease	thromboangiitis obliterans - Disease	36.55210532338724	3.2249331231982676	-9.421997284287361
DOID:0050873	follicular lymphoma	Disease	follicular lymphoma - Disease	37.977745328019225	-11.401432550166511	6.608573359053882
C0023510	White blood cell disorder	SideEffect	White blood cell disorder - SideEffect	-76.74409091245407	-21.42310496890746	40.66075846705091
DOID:11514	fissured tongue	Disease	fissured tongue - Disease	52.36682260219959	-24.101811729129178	-18.86369472879224
DOID:268	liver angiosarcoma	Disease	liver angiosarcoma - Disease	-12.145927282859489	-23.79678764063628	-19.084155573514817
DOID:9286	priapism	Disease	priapism - Disease	31.79655642032016	-34.21958383116649	-5.155418375107805
C0015423	Eyelid disorder	SideEffect	Eyelid disorder - SideEffect	-59.01693629479823	17.85632705839308	32.58507045710713
DOID:10609	rickets	Disease	rickets - Disease	23.550292733431277	-13.538540583526293	-14.128495304411322
C0521991	Stress symptoms	SideEffect	Stress symptoms - SideEffect	-59.934268707684545	14.899134900938488	32.43247469649111
C0549225	Myasthenic syndrome	SideEffect	Myasthenic syndrome - SideEffect	-51.92926657864573	30.555315228151375	11.368294176578273
DOID:11638	presbyopia	Disease	presbyopia - Disease	33.32154240479497	20.502435925780986	-30.65795268711709
DOID:0080038	pycnodysostosis	Disease	pycnodysostosis - Disease	29.929467104611195	-27.034290198010407	-35.99872628080044
DB00808	Indapamide	Compound	Indapamide - Compound	20.93260195779822	9.1165994387859	43.5714345634908
DOID:0110776	hereditary spastic paraplegia 25	Disease	hereditary spastic paraplegia 25 - Disease	-8.631843469102307	-30.45538013419827	-59.369372250807665
DOID:11130	secondary hypertension	Disease	secondary hypertension - Disease	6.808945553825227	-6.171929993472643	-10.473442391058498
C0221002	Hyperparathyroidism primary	SideEffect	Hyperparathyroidism primary - SideEffect	-22.921176309709885	13.370093613291104	34.87583425532103
DOID:10773	bubonic plague	Disease	bubonic plague - Disease	53.630847238304554	2.76357765905805	-24.84320277599848
C0003862	Arthralgia	SideEffect	Arthralgia - SideEffect	-28.94331821001047	10.34795831181883	38.01912491569718
DOID:12804	mucopolysaccharidosis IV	Disease	mucopolysaccharidosis IV - Disease	31.888739505897636	-27.457973713767743	-39.167633728645725
DOID:0110284	autosomal recessive limb-girdle muscular dystrophy type 2L	Disease	autosomal recessive limb-girdle muscular dystrophy type 2L - Disease	-7.672501229082112	-41.88205810451622	-42.164839025749636
DOID:0060702	familial hypocalciuric hypercalcemia 3	Disease	familial hypocalciuric hypercalcemia 3 - Disease	9.06703130615047	-17.280824291747226	-20.618298356507278
C0011570	Depression	SideEffect	Depression - SideEffect	-50.30144484205161	12.957530277017284	45.03008380565722
DOID:681	progressive bulbar palsy	Disease	progressive bulbar palsy - Disease	41.96460510312299	-1.4672857643548993	-42.907038757090234
DOID:11457	brain compression	Disease	brain compression - Disease	-3.5558272360064334	-10.132798253041043	-25.108407136602732
DOID:11342	arcus senilis	Disease	arcus senilis - Disease	33.452626282870284	25.817525766997033	-29.92249403780413
DOID:1895	allergic contact dermatitis of eyelid	Disease	allergic contact dermatitis of eyelid - Disease	70.9728024482016	-11.6754986209851	-17.770818951517615
C0151699	Haemorrhage intracranial	SideEffect	Haemorrhage intracranial - SideEffect	-65.33185004090777	8.591899616042108	14.900243275733668
DOID:9461	exposure keratitis	Disease	exposure keratitis - Disease	-9.552997357033213	-7.658780297659526	-8.796030302086308
DOID:0050133	superficial mycosis	Disease	superficial mycosis - Disease	61.207165054829176	-23.977203970352843	-0.32576708544292643
DB00949	Felbamate	Compound	Felbamate - Compound	11.270254655369339	26.707051036834024	29.18407358449746
DOID:9188	vestibule of mouth cancer	Disease	vestibule of mouth cancer - Disease	-12.062111609778619	-38.88618368064856	-13.61193775860677
DOID:8771	contagious pustular dermatitis	Disease	contagious pustular dermatitis - Disease	56.860505425619216	-20.406029768592568	-7.5103008407145
DOID:9521	Laron syndrome	Disease	Laron syndrome - Disease	4.9753166785726455	-19.521367433174056	-30.134700920165397
DB00520	Caspofungin	Compound	Caspofungin - Compound	37.54033774050581	56.61017161527125	35.61851971047918
DB00491	Miglitol	Compound	Miglitol - Compound	20.016635660514375	3.680853702293321	34.408889990130675
C0035078	Renal failure	SideEffect	Renal failure - SideEffect	-31.362211626505363	11.454145484300078	26.199152398793622
DB00035	Desmopressin	Compound	Desmopressin - Compound	36.188977250327305	34.50515226425213	36.57187322265977
DOID:4501	orofaciodigital syndrome	Disease	orofaciodigital syndrome - Disease	27.498606156599646	-24.667012890767754	-32.227293229733085
DOID:0110044	Alzheimer's disease 11	Disease	Alzheimer's disease 11 - Disease	1.7679975300408086	25.603146248731885	22.470612030307304
DOID:1596	mental depression	Disease	mental depression - Disease	-3.081253576315142	2.700475659389532	-33.20639360721903
DB01153	Sertaconazole	Compound	Sertaconazole - Compound	35.95525442442134	58.496585818729436	38.146357446399534
DOID:10887	lepromatous leprosy	Disease	lepromatous leprosy - Disease	57.89636310258768	-22.35155856876142	-13.565719368262307
DB09374	Indocyanine green	Compound	Indocyanine green - Compound	29.49924179203943	-9.837396396118887	15.108041092042493
DOID:9173	submandibular gland cancer	Disease	submandibular gland cancer - Disease	-10.082402757589225	-27.76472323398758	-20.826020893493588
DOID:9174	rectum carcinoma in situ	Disease	rectum carcinoma in situ - Disease	13.641383309185121	-27.64688267842944	-1.630673923208952
DB00927	Famotidine	Compound	Famotidine - Compound	27.53025681890281	34.305712359994004	30.177568250045322
DB01126	Dutasteride	Compound	Dutasteride - Compound	24.899995129047557	-5.428825864729578	21.524067410825914
DOID:0110396	retinitis pigmentosa 50	Disease	retinitis pigmentosa 50 - Disease	-2.7282091899299887	14.526699937226232	-10.745273774587714
CHEMBL25539	CHEMBL25539	Compound	CHEMBL25539 - Compound	-41.7562693986876	19.191563311891365	20.138282309355386
DOID:11701	selective IgA deficiency disease	Disease	selective IgA deficiency disease - Disease	44.900751064712345	-6.437464960820513	2.0382715039045807
DB00618	Demeclocycline	Compound	Demeclocycline - Compound	40.11032530224476	62.801408380832264	32.700068043280204
DB01956	Taurine	Compound	Taurine - Compound	26.529660398969273	8.583001271530541	47.650325103917766
DOID:0060712	autosomal recessive congenital ichthyosis 4A	Disease	autosomal recessive congenital ichthyosis 4A - Disease	58.346695869334	-36.011325732444746	-11.21000871412532
DOID:0111128	focal segmental glomerulosclerosis 1	Disease	focal segmental glomerulosclerosis 1 - Disease	-13.273746080774927	-6.647661969585311	-18.50418213852228
CHEMBL2146121	CHEMBL2146121	Compound	CHEMBL2146121 - Compound	24.031165435156836	-5.702727538620484	13.87213007919601
DB00245	Benzatropine	Compound	Benzatropine - Compound	20.215185105280895	28.9561495594159	38.23198316672142
DOID:10908	hydrocephalus	Disease	hydrocephalus - Disease	33.218618471205886	-14.33554134677338	-30.573682987679568
DOID:3890	acute intermittent porphyria	Disease	acute intermittent porphyria - Disease	32.53687773713385	0.2453164691303948	-25.303878913722194
DOID:0040046	nickel allergic contact dermatitis	Disease	nickel allergic contact dermatitis - Disease	-8.466772865916743	-9.417993762266796	-7.275757135197705
DOID:4988	alcoholic pancreatitis	Disease	alcoholic pancreatitis - Disease	24.321448110104186	-14.446416035625246	0.9245292380416884
C0007117	Basal cell carcinoma	SideEffect	Basal cell carcinoma - SideEffect	-70.75026108994913	25.549420380527994	32.8554688260344
DB09357	Dexpanthenol	Compound	Dexpanthenol - Compound	54.933511657684406	-16.69087689388272	-0.10156391924443711
DOID:308	early myoclonic encephalopathy	Disease	early myoclonic encephalopathy - Disease	26.07745835567548	3.6071601926065098	-30.464281030052554
DOID:14789	spondyloepiphyseal dysplasia congenita	Disease	spondyloepiphyseal dysplasia congenita - Disease	-7.979359661508963	-24.984180928952416	-49.03403528811263
C0456511	Sleep paralysis	SideEffect	Sleep paralysis - SideEffect	-50.191829675310544	28.205829449078127	23.765178629703083
DOID:9261	nasopharynx carcinoma	Disease	nasopharynx carcinoma - Disease	42.41968914283205	-21.43141912240445	-16.924277728790592
C0476280	Musculoskeletal chest pain	SideEffect	Musculoskeletal chest pain - SideEffect	-58.26876118505206	20.37495391622089	37.967432313782254
DOID:971	tendinitis	Disease	tendinitis - Disease	52.8720327319525	-14.901596093551477	-37.735949671817316
DOID:11772	leukocoria	Disease	leukocoria - Disease	-9.350959510113748	-11.1868118945592	-37.47984060309999
C0020757	Ichthyosis	SideEffect	Ichthyosis - SideEffect	-61.71266724889166	13.692433785372202	19.562273011256394
DOID:576	proteinuria	Disease	proteinuria - Disease	20.90740027671651	-0.8143220492922503	-4.720491551003908
DOID:8295	scabies	Disease	scabies - Disease	56.705965540636825	-23.302472599410688	-5.347881598439385
DB08895	Tofacitinib	Compound	Tofacitinib - Compound	25.755355454673996	40.0218224123652	45.54048605647827
DB00609	Ethionamide	Compound	Ethionamide - Compound	33.80313742067892	58.61821803807126	34.63672348588746
DOID:0060221	Maffucci syndrome	Disease	Maffucci syndrome - Disease	-3.238989770846618	-18.40567527847723	-41.370673653130666
DOID:0110419	retinitis pigmentosa with or without situs inversus	Disease	retinitis pigmentosa with or without situs inversus - Disease	-3.573602570478292	13.846787745087333	-8.210455269185866
DOID:1134	gingival recession	Disease	gingival recession - Disease	47.095300247546874	-26.99074021199905	-25.211407656769218
DOID:566	labyrinthine dysfunction	Disease	labyrinthine dysfunction - Disease	27.661897878071716	-14.856000165027517	-51.58623129447067
DB04951	Pirfenidone	Compound	Pirfenidone - Compound	17.56325050397027	21.56400941842006	11.18836767731657
DOID:288	endometriosis of uterus	Disease	endometriosis of uterus - Disease	27.629385274259516	-31.607903073658424	9.375587894997837
DOID:0060903	thrombosis	Disease	thrombosis - Disease	36.05116679987547	3.251061278195704	-1.6617051063714539
DB08871	Eribulin	Compound	Eribulin - Compound	28.418292686583314	-6.484425422011759	15.82610128177629
C0003028	Anhidrosis	SideEffect	Anhidrosis - SideEffect	-47.54556371852851	-5.919695061932938	43.44725757982091
DOID:1350	paranasal sinus neoplasm	Disease	paranasal sinus neoplasm - Disease	40.984468230408	-21.529345384066012	-15.309524990162075
C0037023	Sialoadenitis	SideEffect	Sialoadenitis - SideEffect	-57.27618394720299	36.17929211340334	10.65901219935271
DOID:10974	oophoritis	Disease	oophoritis - Disease	27.992246914376345	-34.76436848220781	7.098111528887182
C0041825	Tympanic membrane disorder	SideEffect	Tympanic membrane disorder - SideEffect	-34.68304247457163	4.602223510413156	22.915547836323622
DOID:0110239	cataract 12 multiple types	Disease	cataract 12 multiple types - Disease	-21.46751692265801	-1.4865634403100716	-41.31766176696012
